,name,position,team,opponent_team,round,xP,season,minutes_lag_1,minutes_lag_2,bps_lag_1,minutes_lag_3,influence_lag_1,total_points_lag_1,selected_lag_1,selected_lag_2,selected_lag_3,threat_lag_1,bps_lag_2,influence_lag_2,creativity_lag_1,bps_lag_3,influence_lag_3,total_points_lag_2,threat_lag_2,total_points_lag_3,transfers_in_lag_2,creativity_lag_2,goals_conceded_lag_1,goals_conceded_lag_1.1,value_lag_2,value_lag_1,value_lag_3,threat_lag_3,creativity_lag_3,expected_goal_involvements_lag_1,transfers_in_lag_1,expected_goals_lag_1,transfers_in_lag_3,expected_goals_conceded_lag_1,goals_scored_lag_1,goals_scored_lag_1.1,expected_goal_involvements_lag_2,goals_conceded_lag_2,goals_conceded_lag_2.1,bonus_lag_1,goals_scored_lag_3,goals_scored_lag_3.1,expected_goals_lag_2,goals_conceded_lag_3,goals_conceded_lag_3.1,clean_sheets_lag_2.1,clean_sheets_lag_2,clean_sheets_lag_1,clean_sheets_lag_1.1,expected_assists_lag_1,expected_goal_involvements_lag_3,expected_assists_lag_2,expected_goals_lag_3,bonus_lag_3,goals_scored_lag_2.1,goals_scored_lag_2,transfers_out_lag_1,expected_goals_conceded_lag_2,bonus_lag_2,total_points
1579,Michael Olise,MID,Crystal Palace,17,14,3.0,2022-23,61,79,9,25,2.6,2,21592,18978,18841,37.0,24,31.6,2.2,1,0.2,5,20.0,1,1188,66.3,1,1,54,54,54,0.0,0.3,0.0,3596,0.0,2511,0.0,0,0,0.0,1,1,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,1298,0.0,0,3
1580,Ollie Watkins,FWD,Aston Villa,15,14,2.5,2022-23,80,90,17,90,44.8,6,206915,245548,229338,103.0,5,8.0,16.0,-1,4.4,2,64.0,2,17234,13.5,0,0,72,72,72,19.0,17.9,0.0,3304,0.0,6332,0.0,1,1,0.0,3,3,0,0,0,0.0,2,2,0,0,1,1,0.0,0.0,0.0,0.0,0,0,0,30767,0.0,0,1
1581,Leandro Trossard,MID,Brighton,6,14,6.3,2022-23,90,90,21,68,41.0,7,1775474,2758825,1733300,60.0,8,16.6,3.3,12,10.6,3,47.0,2,612131,35.9,3,3,69,68,68,32.0,37.8,0.0,67860,0.0,504418,0.0,1,1,0.0,0,0,0,0,0,0.0,2,2,1,1,0,0,0.0,0.0,0.0,0.0,0,0,0,558589,0.0,0,7
1582,Jacob Murphy,MID,Newcastle,2,14,2.7,2022-23,15,71,5,58,2.2,1,495200,474744,475573,0.0,3,0.0,0.5,4,6.6,3,3.0,1,23620,15.8,0,0,43,43,43,9.0,13.6,0.0,40372,0.0,51559,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,1,1,0,0,0.0,0.0,0.0,0.0,0,0,0,23856,0.0,0,1
1583,Jamie Vardy,FWD,Leicester,13,14,2.3,2022-23,29,63,35,25,55.0,10,216314,240577,230713,21.0,3,1.4,10.3,-2,0.0,2,2.0,0,8842,1.5,0,0,92,91,92,8.0,0.1,0.0,1697,0.0,5417,0.0,1,1,0.0,0,0,2,0,0,0.0,0,0,1,1,0,0,0.0,0.0,0.0,0.0,0,0,0,14658,0.0,0,2
1584,Jacob Ramsey,MID,Aston Villa,15,14,1.7,2022-23,19,80,4,77,2.4,1,116637,121105,128316,2.0,5,13.4,0.3,8,5.6,2,0.0,2,3281,1.7,0,0,52,52,52,23.0,3.2,0.0,1772,0.0,3501,0.0,0,0,0.0,2,2,0,0,0,0.0,2,2,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,11262,0.0,0,1
1585,Allan Saint-Maximin,MID,Newcastle,2,14,0.2,2022-23,0,0,0,0,0.0,0,410286,456746,534158,0.0,0,0.0,0.0,0,0.0,0,0.0,0,13049,0.0,0,0,63,63,63,0.0,0.0,0.0,275,0.0,35808,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,70803,0.0,0,1
1586,Pedro Lomba Neto,MID,Wolves,4,14,0.0,2022-23,0,0,0,0,0.0,0,247678,255436,288883,0.0,0,0.0,0.0,0,0.0,0,0.0,0,64,0.0,0,0,50,50,50,0.0,0.0,0.0,99,0.0,114,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,17775,0.0,0,0
1587,Emile Smith Rowe,MID,Arsenal,16,14,0.0,2022-23,0,0,0,0,0.0,0,43037,44855,47289,0.0,0,0.0,0.0,0,0.0,0,0.0,0,60,0.0,0,0,56,56,56,0.0,0.0,0.0,33,0.0,111,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,816,0.0,0,0
1588,Rico Henry,DEF,Brentford,20,14,3.3,2022-23,90,90,6,86,24.6,0,127063,115291,116039,2.0,17,4.6,13.1,20,8.6,6,8.0,6,6533,2.3,4,4,45,45,45,0.0,4.7,0.0,13555,0.0,4845,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,1,1,0,0,0.0,0.0,0.0,0.0,0,0,0,5037,0.0,0,2
1589,Joel Ward,DEF,Crystal Palace,17,14,3.3,2022-23,90,90,9,90,2.6,1,49148,74526,27364,2.0,6,11.4,1.8,31,17.4,1,0.0,8,27341,2.3,3,3,45,45,45,2.0,2.1,0.0,3644,0.0,3368,0.0,0,0,0.0,1,1,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,0,0,7524,0.0,0,7
1590,Kelechi Iheanacho,FWD,Leicester,13,14,-0.3,2022-23,0,5,0,5,0.0,0,46921,48479,49393,0.0,2,0.0,0.0,3,5.2,1,0.0,1,973,0.0,0,0,61,61,62,19.0,11.0,0.0,647,0.0,1733,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,2445,0.0,0,1
1591,Michael Keane,DEF,Everton,9,14,0.0,2022-23,0,0,0,0,0.0,0,41521,42019,42350,0.0,0,0.0,0.0,0,0.0,0,0.0,0,738,0.0,0,0,42,42,42,0.0,0.0,0.0,772,0.0,1209,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,1328,0.0,0,0
1592,Yoane Wissa,MID,Brentford,20,14,1.5,2022-23,29,18,3,70,7.4,1,23708,24531,26568,13.0,5,6.4,1.8,5,1.8,1,0.0,3,729,10.6,0,0,54,54,54,1.0,0.9,0.0,514,0.0,571,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,2608,0.0,0,2
1593,Pierre-Emerick Aubameyang,FWD,Chelsea,5,14,2.8,2022-23,73,9,6,57,0.0,2,191255,396729,296110,12.0,5,6.2,0.6,2,0.0,1,7.0,1,68673,11.5,0,0,91,90,91,2.0,10.6,0.0,9196,0.0,57827,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0,0,0,138122,0.0,0,1
1594,Sam Johnstone,GK,Crystal Palace,17,14,0.0,2022-23,0,0,0,0,0.0,0,13718,13941,13945,0.0,0,0.0,0.0,0,0.0,0,0.0,0,158,0.0,0,0,44,44,44,0.0,0.0,0.0,145,0.0,198,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,330,0.0,0,0
1595,Kasper Schmeichel,GK,Leicester,13,14,0.0,2022-23,0,0,0,0,0.0,0,14133,14230,14405,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,50,50,50,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,138,0.0,0,0
1596,Adam Webster,DEF,Brighton,6,14,1.3,2022-23,90,90,14,90,21.6,1,108337,138870,95817,0.0,25,10.8,1.3,11,7.6,6,4.0,1,27836,4.3,3,3,45,45,45,0.0,3.2,0.0,2714,0.0,31994,0.0,0,0,0.0,0,0,0,0,0,0.0,2,2,1,1,0,0,0.0,0.0,0.0,0.0,0,0,0,14009,0.0,0,2
1597,James Tarkowski,DEF,Everton,9,14,2.7,2022-23,90,90,22,90,23.6,5,154713,148982,146193,2.0,8,19.4,0.3,16,42.0,1,0.0,1,12004,0.2,0,0,44,44,44,9.0,0.8,0.0,11224,0.0,13478,0.0,0,0,0.0,1,1,0,0,0,0.0,2,2,0,0,1,1,0.0,0.0,0.0,0.0,0,0,0,9581,0.0,0,6
1598,Dominic Calvert-Lewin,FWD,Everton,9,14,2.2,2022-23,77,72,32,24,35.4,8,25835,24245,21962,19.0,-8,0.0,3.4,2,0.0,1,8.0,1,1651,0.7,0,0,79,79,79,2.0,0.0,0.0,3124,0.0,1025,0.0,1,1,0.0,1,1,2,0,0,0.0,1,1,0,0,1,1,0.0,0.0,0.0,0.0,0,0,0,1114,0.0,0,2
1599,Eric Dier,DEF,Spurs,3,14,3.5,2022-23,90,81,14,90,27.4,1,1204042,1248264,1110715,18.0,14,27.0,0.6,24,13.2,1,0.0,6,158422,0.3,2,2,53,53,52,36.0,1.3,0.0,46042,0.0,354046,0.0,0,0,0.0,2,2,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,62224,0.0,0,1
1600,Neal Maupay,FWD,Everton,9,14,1.3,2022-23,12,17,2,65,0.0,1,69955,72915,76895,0.0,2,0.2,1.3,2,0.0,1,2.0,1,3750,1.0,0,0,61,61,61,0.0,0.8,0.0,4085,0.0,7128,0.0,0,0,0.0,0,0,0,0,0,0.0,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,9129,0.0,0,1
1601,Gabriel Martinelli Silva,MID,Arsenal,16,14,6.8,2022-23,70,90,9,90,10.4,2,5227821,5163784,4811880,16.0,3,7.8,5.8,36,51.2,3,22.0,12,347653,13.3,1,1,66,67,66,43.0,25.2,0.0,365963,0.0,114388,0.0,0,0,0.0,0,0,0,1,1,0.0,2,2,1,1,0,0,0.0,0.0,0.0,0.0,2,0,0,44735,0.0,0,8
1602,John McGinn,MID,Aston Villa,15,14,1.7,2022-23,27,90,7,73,6.6,1,73119,74606,76658,0.0,14,17.2,0.0,4,17.8,2,7.0,2,692,17.1,0,0,52,52,52,43.0,10.8,0.0,544,0.0,775,0.0,0,0,0.0,3,3,0,0,0,0.0,2,2,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,3022,0.0,0,1
1603,Thiago Emiliano da Silva,DEF,Chelsea,5,14,3.0,2022-23,90,0,15,90,14.0,2,723623,763114,744178,0.0,0,0.0,0.3,28,19.0,0,0.0,7,50147,0.0,1,1,54,54,54,0.0,0.2,0.0,19647,0.0,54494,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,0,45440,0.0,0,0
1604,Abdoulaye Doucouré,MID,Everton,9,14,0.3,2022-23,4,0,3,0,0.2,1,6965,6980,6996,0.0,0,0.0,0.1,0,0.0,0,0.0,0,121,0.0,0,0,53,53,53,0.0,0.0,0.0,127,0.0,177,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,199,0.0,0,0
1605,Illan Meslier,GK,Leeds,12,14,3.2,2022-23,90,90,10,90,11.4,1,272875,280223,283457,0.0,15,5.0,0.0,16,19.6,1,0.0,3,5904,0.0,3,3,45,45,45,0.0,0.0,0.0,2795,0.0,19860,0.0,0,0,0.0,2,2,0,0,0,0.0,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,12021,0.0,0,7
1606,Sergio Reguilón,DEF,Spurs,3,14,0.0,2022-23,0,0,0,0,0.0,0,41918,42368,44384,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,42,42,42,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,1104,0.0,0,0
1607,Lukasz Fabianski,GK,West Ham,14,14,4.7,2022-23,90,90,27,90,26.0,8,167205,149548,161572,0.0,21,47.6,0.0,22,46.6,4,0.0,6,2015,0.0,0,0,50,50,50,0.0,0.0,0.0,15083,0.0,10408,0.0,0,0,0.0,1,1,1,0,0,0.0,1,1,0,0,1,1,0.0,0.0,0.0,0.0,2,0,0,5711,0.0,0,1
1608,Reece James,DEF,Chelsea,5,14,0.0,2022-23,0,0,0,0,0.0,0,1833198,2067487,3462546,0.0,0,0.0,0.0,0,0.0,0,0.0,0,1439,0.0,0,0,60,59,61,0.0,0.0,0.0,532,0.0,139726,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,577688,0.0,0,0
1609,Luke Shaw,DEF,Man Utd,19,14,4.3,2022-23,90,90,22,90,29.6,5,70260,62738,54498,3.0,32,22.8,27.5,23,10.8,7,17.0,6,6201,27.3,1,1,47,47,47,4.0,18.7,0.0,11680,0.0,8482,0.0,0,0,0.0,0,0,1,0,0,0.0,0,0,1,1,0,0,0.0,0.0,0.0,0.0,0,0,0,1992,0.0,1,6
1610,Timothy Castagne,DEF,Leicester,13,14,5.8,2022-23,90,90,38,90,49.6,12,438169,577880,235855,2.0,21,17.6,14.6,21,17.0,6,20.0,6,172641,12.1,0,0,45,45,44,30.0,1.5,0.0,60424,0.0,65594,0.0,0,0,0.0,0,0,3,0,0,0.0,0,0,1,1,1,1,0.0,0.0,0.0,0.0,0,0,0,20357,0.0,0,2
1611,Richarlison de Andrade,FWD,Spurs,3,14,0.0,2022-23,0,0,0,51,0.0,0,74634,81344,102802,0.0,0,0.0,0.0,0,0.0,0,0.0,1,803,0.0,0,0,85,84,85,16.0,4.7,0.0,87,0.0,10110,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,10390,0.0,0,0
1612,Callum Wilson,FWD,Newcastle,2,14,6.5,2022-23,87,86,22,77,38.2,5,230515,408887,236721,52.0,5,5.0,13.5,4,3.2,2,45.0,2,75350,12.1,1,1,73,73,73,13.0,0.5,0.0,6325,0.0,24701,0.0,1,1,0.0,0,0,0,0,0,0.0,0,0,1,1,0,0,0.0,0.0,0.0,0.0,0,0,0,72950,0.0,0,19
1613,Kieran Tierney,DEF,Arsenal,16,14,2.0,2022-23,18,14,3,8,2.2,1,90247,92010,91159,2.0,4,2.2,0.7,3,0.0,1,0.0,1,3930,0.3,0,0,48,48,48,0.0,0.6,0.0,2567,0.0,3571,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,2577,0.0,0,1
1614,Ilkay Gündogan,MID,Man City,10,14,2.4,2022-23,0,88,0,0,0.0,0,258416,290205,350931,0.0,13,17.8,0.0,0,0.0,2,54.0,0,2038,44.3,0,0,74,74,75,0.0,0.0,0.0,4092,0.0,8516,0.0,0,0,0.0,1,1,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,14592,0.0,0,3
1615,Patrick Bamford,FWD,Leeds,12,14,0.5,2022-23,26,64,-1,45,3.4,1,47991,57732,44020,17.0,11,8.2,0.5,-21,2.4,2,49.0,-1,7485,21.7,2,2,72,72,72,46.0,0.5,0.0,2709,0.0,1570,0.0,0,0,0.0,2,2,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,4431,0.0,0,4
1616,Ben Davies,DEF,Spurs,3,14,4.5,2022-23,0,9,0,0,0.0,0,503,94311,509,0.0,3,0.8,0.0,0,0.0,1,0.0,0,3657,0.3,0,0,49,40,40,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,5,0.0,0,7
1617,Conor Coady,DEF,Everton,9,14,4.3,2022-23,90,90,28,90,16.4,6,638067,672508,593087,2.0,12,23.4,0.3,21,27.6,2,0.0,1,75017,0.3,0,0,49,49,49,0.0,10.4,0.0,29488,0.0,74619,0.0,0,0,0.0,1,1,0,0,0,0.0,2,2,0,0,1,1,0.0,0.0,0.0,0.0,0,0,0,34703,0.0,0,7
1618,Tyrone Mings,DEF,Aston Villa,15,14,2.8,2022-23,90,90,31,90,12.2,10,456354,477248,531122,4.0,2,11.8,0.3,11,15.0,-2,2.0,1,10713,0.3,0,0,44,44,44,0.0,14.3,0.0,2135,0.0,36667,0.0,0,0,0.0,3,3,1,0,0,0.0,2,2,0,0,1,1,0.0,0.0,0.0,0.0,0,0,0,51559,0.0,0,0
1619,José Malheiro de Sá,GK,Wolves,4,14,3.5,2022-23,90,90,10,90,6.2,0,793110,829129,721289,0.0,11,16.6,0.0,39,34.4,1,0.0,14,81259,0.0,4,4,51,51,50,0.0,0.0,0.0,46400,0.0,109241,0.0,0,0,0.0,2,2,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3,0,0,37198,0.0,0,2
1620,Demarai Gray,MID,Everton,9,14,2.2,2022-23,72,78,-1,90,1.8,2,87408,84357,86419,27.0,7,11.6,7.6,3,0.0,2,6.0,2,4235,23.4,0,0,55,55,55,4.0,5.5,0.0,7031,0.0,2848,0.0,0,0,0.0,1,1,0,0,0,0.0,2,2,0,0,1,1,0.0,0.0,0.0,0.0,0,0,0,6954,0.0,0,3
1621,Aaron Wan-Bissaka,DEF,Man Utd,19,14,0.0,2022-23,0,0,0,0,0.0,0,17820,18081,18882,0.0,0,0.0,0.0,0,0.0,0,0.0,0,21,0.0,0,0,43,43,43,0.0,0.0,0.0,22,0.0,35,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,472,0.0,0,0
1622,Jordan Pickford,GK,Everton,9,14,4.2,2022-23,90,90,23,90,14.4,6,560630,541310,550404,0.0,14,26.8,0.0,14,35.8,3,0.0,2,10439,0.0,0,0,45,45,45,0.0,0.0,0.0,23382,0.0,20242,0.0,0,0,0.0,1,1,0,0,0,0.0,2,2,0,0,1,1,0.0,0.0,0.0,0.0,0,0,0,15964,0.0,0,11
1623,Pascal Groß,MID,Brighton,6,14,2.3,2022-23,86,84,9,67,9.0,1,1802915,2006332,2080960,4.0,6,12.4,37.7,8,8.2,3,42.0,2,76950,45.0,3,3,58,57,59,16.0,37.5,0.0,18440,0.0,56403,0.0,0,0,0.0,0,0,0,0,0,0.0,2,2,1,1,0,0,0.0,0.0,0.0,0.0,0,0,0,274639,0.0,0,7
1624,Christian Nørgaard,MID,Brentford,20,14,0.0,2022-23,0,0,0,0,0.0,0,13724,13999,14595,0.0,0,0.0,0.0,0,0.0,0,0.0,0,36,0.0,0,0,53,53,53,0.0,0.0,0.0,5,0.0,45,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,416,0.0,0,0
1625,Jeffrey Schlupp,MID,Crystal Palace,17,14,1.8,2022-23,28,90,3,90,3.8,0,14562,14497,14224,0.0,15,17.4,0.8,3,0.8,2,2.0,3,590,34.8,2,2,48,48,48,0.0,2.7,0.0,858,0.0,494,0.0,0,0,0.0,1,1,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,781,0.0,0,3
1626,Douglas Luiz Soares de Paulo,MID,Aston Villa,15,14,2.5,2022-23,90,61,22,90,31.4,6,47330,52471,53592,8.0,-2,0.0,33.1,10,12.0,-1,0.0,2,2065,5.0,0,0,48,48,48,7.0,7.6,0.0,859,0.0,2567,0.0,0,0,0.0,3,3,0,0,0,0.0,2,2,0,0,1,1,0.0,0.0,0.0,0.0,0,0,0,7005,0.0,0,2
1627,Jordan Ayew,MID,Crystal Palace,17,14,2.3,2022-23,74,10,6,90,11.4,2,30270,32215,31312,6.0,0,5.0,21.1,10,8.6,1,4.0,3,1973,0.3,2,2,54,54,54,0.0,3.9,0.0,817,0.0,1468,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,2681,0.0,0,1
1628,Aaron Cresswell,DEF,West Ham,14,14,3.7,2022-23,90,90,33,90,28.0,8,278345,248750,267408,17.0,23,27.2,59.6,19,21.0,2,0.0,3,8141,30.9,0,0,48,48,48,2.0,47.9,0.0,29127,0.0,27263,0.0,0,0,0.0,1,1,2,0,0,0.0,1,1,0,0,1,1,0.0,0.0,0.0,0.0,1,0,0,11839,0.0,0,2
1629,Andrew Robertson,DEF,Liverpool,11,14,3.7,2022-23,90,9,17,90,12.4,2,425004,566164,281812,4.0,3,2.6,50.3,25,17.2,1,0.0,6,131692,0.5,1,1,67,67,67,10.0,5.4,0.0,45939,0.0,14128,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,29116,0.0,0,7
1630,Marcos Alonso,DEF,Chelsea,5,14,0.0,2022-23,0,0,0,0,0.0,0,81150,81857,82898,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,53,53,53,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,804,0.0,0,0
1631,Nélson Cabral Semedo,DEF,Wolves,4,14,1.5,2022-23,23,90,0,5,1.4,0,34146,37884,36182,0.0,9,18.6,0.4,3,0.0,1,4.0,1,4298,1.5,1,1,50,50,50,0.0,0.1,0.0,2188,0.0,11155,0.0,0,0,0.0,2,2,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,4024,0.0,0,5
1632,Harry Kane,FWD,Spurs,3,14,6.5,2022-23,90,90,33,90,45.0,8,2348999,3054404,2233708,84.0,0,11.2,35.1,37,52.2,2,68.0,9,342176,12.0,2,2,115,115,114,130.0,36.3,0.0,72060,0.0,179945,0.0,1,1,0.0,2,2,2,1,1,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3,0,0,245220,0.0,0,1
1633,Gabriel Fernando de Jesus,FWD,Arsenal,16,14,6.2,2022-23,90,81,-7,90,12.0,2,6433484,7324047,7286361,53.0,2,6.0,4.4,12,7.4,2,11.0,5,133178,23.5,1,1,80,80,80,52.0,2.6,0.0,184807,0.0,169445,0.0,0,0,0.0,0,0,0,0,0,0.0,2,2,1,1,0,0,0.0,0.0,0.0,0.0,0,0,0,174734,0.0,0,9
1634,Stuart Dallas,DEF,Leeds,12,14,0.0,2022-23,0,0,0,0,0.0,0,1197,1231,1193,0.0,0,0.0,0.0,0,0.0,0,0.0,0,73,0.0,0,0,49,49,49,0.0,0.0,0.0,26,0.0,45,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,47,0.0,0,0
1635,Marc Guéhi,DEF,Crystal Palace,17,14,2.7,2022-23,90,90,9,90,10.8,0,394681,441241,279559,0.0,10,14.0,1.3,28,28.0,1,4.0,7,118669,0.8,3,3,44,44,43,4.0,0.8,0.0,20835,0.0,56062,0.0,0,0,0.0,1,1,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,0,18380,0.0,0,6
1636,Raphael Dias Belloli,MID,Leeds,12,14,0.0,2022-23,0,0,0,0,0.0,0,10235,10277,10337,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,70,70,70,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,44,0.0,0,0
1637,Dan Burn,DEF,Newcastle,2,14,4.5,2022-23,90,90,14,77,13.2,2,178443,183870,167634,6.0,24,8.4,11.9,10,0.0,6,6.0,5,14348,0.9,1,1,45,45,45,4.0,0.2,0.0,7863,0.0,8863,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,1,1,0,0,0.0,0.0,0.0,0.0,0,0,0,7818,0.0,0,6
1638,Mateo Kovacic,MID,Chelsea,5,14,2.7,2022-23,54,75,6,64,9.4,1,40341,39716,39256,0.0,14,20.4,17.1,12,5.6,3,17.0,3,2065,57.8,1,1,49,49,49,1.0,4.4,0.0,2132,0.0,3296,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,1,1,0,0,0.0,0.0,0.0,0.0,0,0,0,2014,0.0,0,1
1639,Yves Bissouma,MID,Spurs,3,14,2.5,2022-23,90,81,9,38,3.6,2,35848,35664,36307,1.0,13,1.0,2.1,6,7.8,2,0.0,1,772,2.2,2,2,47,47,47,0.0,21.6,0.0,965,0.0,1529,0.0,0,0,0.0,2,2,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,1195,0.0,0,1
1640,Conor Gallagher,MID,Chelsea,5,14,3.5,2022-23,0,15,0,32,0.0,0,71461,79257,81118,0.0,3,0.0,0.0,-1,4.2,1,0.0,1,4092,0.3,0,0,57,57,57,0.0,16.0,0.0,1176,0.0,8948,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,10475,0.0,0,5
1641,Joël Veltman,DEF,Brighton,6,14,1.0,2022-23,65,90,9,90,10.8,1,510482,633725,510137,0.0,27,13.2,1.7,8,12.0,7,8.0,1,60453,18.8,2,2,47,47,46,19.0,10.0,0.0,7237,0.0,43332,0.0,0,0,0.0,0,0,0,0,0,0.0,2,2,1,1,0,0,0.0,0.0,0.0,0.0,0,0,0,47191,0.0,1,0
1642,James Ward-Prowse,MID,Southampton,7,14,2.2,2022-23,90,90,13,90,7.2,2,639948,688893,692965,0.0,14,17.0,16.9,14,8.8,3,1.0,2,20440,17.1,1,1,64,63,64,0.0,13.8,0.0,4040,0.0,6080,0.0,0,0,0.0,0,0,0,0,0,0.0,1,1,1,1,0,0,0.0,0.0,0.0,0.0,0,0,0,55503,0.0,0,2
1643,Harry Maguire,DEF,Man Utd,19,14,1.0,2022-23,0,0,0,0,0.0,0,35280,35766,36479,0.0,0,0.0,0.0,0,0.0,0,0.0,0,83,0.0,0,0,47,47,47,0.0,0.0,0.0,64,0.0,116,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,656,0.0,0,6
1644,César Azpilicueta,DEF,Chelsea,5,14,3.3,2022-23,90,90,7,45,4.8,2,172333,172507,164264,2.0,33,21.2,2.4,9,11.6,9,15.0,1,11277,14.3,1,1,48,48,48,2.0,21.9,0.0,8934,0.0,25180,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,1,1,0,0,0.0,0.0,0.0,0.0,0,0,0,7134,0.0,3,0
1645,Jadon Sancho,MID,Man Utd,19,14,2.0,2022-23,51,86,1,90,3.4,1,522432,535783,554104,15.0,22,25.2,3.3,15,6.6,6,28.0,3,8343,62.8,0,0,73,73,73,17.0,29.6,0.0,8626,0.0,5689,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,1,1,0,0,0.0,0.0,0.0,0.0,0,0,0,29049,0.0,0,0
1646,Mathias Jensen,MID,Brentford,20,14,2.2,2022-23,77,72,10,79,19.0,2,222939,220487,245832,7.0,8,14.0,54.0,3,7.0,3,0.0,2,5214,20.4,4,4,50,50,50,0.0,1.8,0.0,6959,0.0,7146,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,1,1,0,0,0.0,0.0,0.0,0.0,0,0,0,20371,0.0,0,1
